name	balance	scorumpower	posting_rewards_sp	curation_rewards_sp	post_count	comment_count	
bassem	143.427100000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
batman172	132.025396461 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
baumi89	29.609883330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bazzari88	227.066500000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bbb2018	115.886000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bbsisk	1272.712948281 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bckchain	253.084444440 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bdailey1	548.333823607 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bearspooh	219.993745240 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
beatrader74	23.283033600 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bebelakaira	1714.216400350 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
becumnet	2434.177777780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
beidenschink92	13.308202250 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bekkino92	125.111111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bellio99	33.264929060 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
benandy	103.893244441 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
benks89	1068.011111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
benno91	1081.111111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bennyhunter1	95.748000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bentaboha	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
benwinza	21.926666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
beongae3	474.385780851 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
berah	829.200000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bermatt74	5454.611111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
best	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bestmcdo	4362.605223460 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bettercalldaria	623.868000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
betty01	11.516666667 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bfergu7	63.480320970 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bgiesing	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
bharatscr	44.281626040 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bibekxena	107.688900000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bigandrea9	1005.555555555 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bigfred5	384.050700000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
biggncoo	118.886691667 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bigrol12	113.370518330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bigtwister	73.759507720 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bijoy71	100.064266500 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bilal830	62.182433770 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bili99	1573.333333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
billybalbaloa	50.804150970 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bilzerian	55.365829600 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bing	142.334666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
binoalien	889.545301436 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bitbahartha1	110.953700000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bitcoinipie	329.212881208 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bitcoinrich0314	56.303833330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bitcoinslim	115.224518332 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bitlogic2	435.003333333 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bitmoney	43.079961085 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bitmos	14.568423740 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bitzorro	121.910222220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
biznesman85	56.682666667 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bjd1566	45.466222220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bjempire	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bjk0909	2177.450000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bkayy101	304.680850110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bksong1006	379.740000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bkyn9	167.884928627 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
blackak	1079.350646850 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
blackmoon1881	83.364587660 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
blackmore	212.337555560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
blacksoul	302.144444444 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
blade91	187.904043330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
blazer19	18.123111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
blckchnd	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
blitzkitten	640.282137300 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
blockchainjon	337.891489519 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bluearchzunn	835.170000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bluecollarkid1	449.074028800 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
bluekhan8	834.290000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bluetuna2k	1083.355555560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
blumela	72.959936000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bmesquitella	55.300000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bms1597266	145.441948890 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bob	234.912000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bobbijn	244.631000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bobbyh	304.433333333 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bobcat19	382.946666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bobo57000	498.013194160 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bochiant10	13.843962940 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
boda	1014.318800000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bogdanov112	1456.589509948 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bojange1963	359.913333333 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bojosiri	3.073251320 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bonafide	64.625550000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bongrak	1113.742264106 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bookee2shoes	287.838544360 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
borisfatboy	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
borjaesponja	40.233600000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bossx211	570.740050600 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
botekwame	2.657742670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bpelleti	231.555555560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
braambasson	502.560840271 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
brandonedwardsou	115.826081760 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
braver	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
breakers	314.575416667 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bregar85	101.464500000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
brendan	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
brian4455	1000.821376667 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bright	64.483726890 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
brizz	1443.732266670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
brocheol	266.521136156 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
brockchain	4201.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
brods	147.210000003 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
brotheryura	133.198990980 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bryandunlap	1099.990000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
brymam123	304.205791050 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bspl1985	61.506711000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
btcminer608	624.160444448 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
btk2018	24.412892410 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
btr	181.938467548 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bubbletea	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
buckwild8323	375.768882698 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bucstage	368.616666670 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
budai	10727.304500290 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
budnyy	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
builtcoin	146.450000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
buisicommintl001	622.046555550 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bulie19064	101.080833330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
buraz31	24.986390000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bushwolf	103.055555560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
buzzter	295.804444440 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bxd9449	115.412222220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
byc2002	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
byeonggu	884.992663030 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
bykai	83.557578000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
byoungcheonkwon	77.895271960 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
c16553	2142.603575623 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
caarls0418	700.367160000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
caffienedreams	647.867915310 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
calex	348.002666667 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
calvinsiewy2k	200.224111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
caly13	328.503000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cameronbeu	769.547939795 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cameroncoletta	320.557067030 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
campbell	0.000000000 SCR	7505.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
canada2016	151.376666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
canadian	22.437521410 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
candyatmoyon	101.244444440 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
caniceochang123	273.593800000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
canta	1100.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
capitalgrowth	3522.613333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
captainscrypto	1681.496820000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
carlsoba	1705.572718770 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cashout1	803.087200000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
casta89	219.253044650 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cat0922	1175.840214050 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
catkkk	31.788666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cazh	109.691111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ccryptoc	300.049320000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ceathana	59.988544000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ceejaye	438.425555560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ceh2408	605.301111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
celestine	111.836510000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ceschi78	123.219461200 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cfraser99	107.685856693 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cfusionusa	498.666666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cgm1105	214.349438333 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cgrave	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
changgyunlim	1350.457777780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
changhee	3108.030000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
changwoo	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
chanho	1261.318791150 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
channa45	1017.574698200 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
chaos1492	2175.533333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
charisgh	166.229171290 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
charms	82.378896670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
chazy	17.718960000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cheanaydoo	10.276453330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
chefashdin	156.551441433 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
chefcat	70.206111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
chelsea8577	1127.500000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
chemofrost	5218.440000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
chengchan	22.187306470 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
chennu4jasthi	823.755634587 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cheolhee	1755.566666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cherrysh	1661.167879860 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
chi	9539.927999998 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
chiapod	54.950400000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
chiefbilal	580.815376077 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
chiefpilot	10.829900000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
chillout222	122.113333334 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
chinwendujuliet	54.807635780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
chipichaua	59.912536663 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
chitrim	22.704151830 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
chivalries	978.670000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
chiwank	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
chlwjdrb91	169.711017840 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cho	886.606865640 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
chochangyul	2497.317611110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
choejaehun90	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
chohyunsu	1009.914666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
choin89	83.368000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
choinow	5359.513754400 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
chopper83	941.353735350 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
chosungil	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
chowv2	4792.350000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
chriscgs2018	92.485755660 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
chriscronje1984	54.646901330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
chrisinlv	200.454730000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
chriskrj	60.426133330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
chrisnweb	1371.611279997 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
chrisplux1	85.367491450 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
christahpher	19.526744170 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
christian1412	71.111111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
christian80	88.251761530 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
christonite	997.986545500 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
chuckdad16	2506.355555560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
chungsu1	537.077777780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ciaocometichiami	244.617206660 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ciarlitos82	280.794725390 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ciccioric	14.007250350 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ciccittu91	110.738222220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cico08	65.934000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cinsun	292.611111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cipo1975	22.249750000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cipppis	45.799022220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ciruzzo232	821.556599945 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cityworld18	55.250483630 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cjssofl36982	189.882955560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
claudiozollo	6.119642900 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
clemente17	75.524290760 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cleverlol	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
clifford19	47.174000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
clssha5	224.002937080 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
clt17	946.885631590 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
coach365	103.969000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
coachgi92	668.728799080 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
coachten1010	1010.454742461 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cobzareanuo	765.755100000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cocoace	1169.187120000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
coiner2017	120.979747000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
coinfusion	45.321638210 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
coinguru	160.603709350 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
coinwak55	204.300000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
coley	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
colofonius55	137.867646860 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
colorshin	2904.444444440 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
colros	123.025500000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
commander58	289.438850000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
contribuques1991	82.926520390 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cooler228	17.722537400 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
coopsybaby	29.945965780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
corwin5	373.307000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cosmiclee	131.526633330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cowabunga	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
coyley87	610.444444445 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cpamonster	229.712000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cpotrica	130.431628990 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
crazywenger	24.205500000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
createdbymo	111.134986105 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cripnozz	447.263587750 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
criptoking	58.272500000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
criptomax	88.036666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
criptovalute5	191.220375990 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cristian	122.722950000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
crusoe	1686.653333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
crypick17	354.192666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
crypthom50	2412.366000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
crypto1618	116.665555560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cryptoadem1974	3623.900000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cryptoburger	879.234096575 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cryptobyte	5105.944444440 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cryptochackb	94.445999940 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cryptoco212	443.677359999 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cryptoconsig	42.283200000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cryptocreep	151.018500000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cryptoelitos1	16.817280000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cryptofan1	380.355665778 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cryptogroot	100.200984720 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cryptoguy	93.529062060 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cryptoguy1	109.657658130 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cryptohip	58.349500000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cryptolb	1167.918888890 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cryptolegolas	1569.157140600 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cryptolev174	101.968200002 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cryptolocc	9.944864220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cryptolujo	333.870172490 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cryptom	32.518666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cryptoman	829.486674250 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cryptomani	30.098512222 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cryptomoney94	601.970244440 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cryptomoneytalk	596.925555560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cryptomuchte	137.419643709 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cryptonnagy	1464.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cryptoomatic	2035.571295480 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cryptopier	3480.026666667 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
cryptopod1	736.666666668 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
